loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,emi,start_date,end_date,loan_status
LOAN002183,CUST002725,Education Loan,3029085,11.78,240,32889.42,2017-09-22,2027-12-27,Active
LOAN002184,CUST006591,Home Loan,966929,12.79,180,12100.69,2023-12-30,2041-05-14,Closed
LOAN002185,CUST007650,Education Loan,3164817,8.43,240,27324.96,2021-08-26,2026-02-17,Active
LOAN002186,CUST001870,Home Loan,330285,13.68,24,15808.05,2021-09-05,2043-03-01,Defaulted
LOAN002187,CUST016902,Education Loan,1971541,7.69,60,39683.88,2025-07-17,2038-04-17,Active
LOAN002188,CUST010837,Home Loan,431463,10.39,36,14001.23,2017-03-25,2036-06-05,Closed
LOAN002189,CUST019375,Personal Loan,4837818,9.23,84,78401.91,2023-01-19,2032-09-08,Active
LOAN002190,CUST013295,Home Loan,2073356,11.7,36,68568.38,2016-11-24,2019-07-15,Closed
LOAN002191,CUST006423,Car Loan,1711572,11.34,12,151543.15,2022-04-19,2023-08-07,Active
LOAN002192,CUST008165,Car Loan,543858,12.59,60,12260.59,2024-10-06,2033-01-31,Closed
LOAN002193,CUST001200,Education Loan,4319212,12.9,24,205140.39,2021-05-06,2043-10-14,Active
LOAN002194,CUST003166,Home Loan,3328376,11.81,60,73718.71,2020-04-04,2035-05-15,Closed
LOAN002195,CUST013882,Home Loan,4519158,10.2,60,96464.08,2018-12-07,2020-11-08,Closed
LOAN002196,CUST014426,Gold Loan,4180607,8.67,84,66564.07,2022-06-19,2029-02-27,Active
LOAN002197,CUST013845,Personal Loan,4821707,13.52,12,431838.95,2024-12-26,2035-09-14,Active
LOAN002198,CUST017490,Education Loan,331604,13.62,240,4032.37,2025-01-23,2025-03-18,Defaulted
LOAN002199,CUST000716,Personal Loan,1220689,8.92,24,55722.07,2023-05-31,2028-07-06,Closed
LOAN002200,CUST003636,Home Loan,3627034,12.34,60,81305.92,2023-11-30,2046-06-09,Defaulted
LOAN002201,CUST012981,Home Loan,3623307,7.63,240,29477.81,2019-04-08,2033-07-26,Defaulted
LOAN002202,CUST016509,Personal Loan,371358,14.06,36,12702.96,2023-12-05,2025-10-29,Defaulted
LOAN002203,CUST013902,Car Loan,2506931,11.13,60,54669.42,2022-09-29,2039-05-06,Defaulted
LOAN002204,CUST003703,Education Loan,3049438,9.83,60,64536.76,2025-02-09,2044-04-27,Closed
LOAN002205,CUST000362,Car Loan,2465135,10.44,240,24512.14,2022-12-09,2024-06-02,Closed
LOAN002206,CUST003116,Education Loan,262150,14.08,24,12596.49,2024-12-25,2033-08-30,Closed
LOAN002207,CUST018879,Home Loan,3167430,10.44,240,31495.43,2023-06-21,2046-01-12,Closed
LOAN002208,CUST011757,Gold Loan,1590386,13.52,120,24236.44,2022-11-25,2033-01-16,Active
LOAN002209,CUST004297,Personal Loan,4649112,9.19,36,148251.98,2016-09-12,2028-09-16,Closed
LOAN002210,CUST012149,Personal Loan,3984705,8.09,180,38287.24,2024-09-12,2035-10-27,Closed
LOAN002211,CUST003490,Car Loan,569685,12.42,180,6991.86,2017-02-27,2044-04-20,Defaulted
LOAN002212,CUST018339,Gold Loan,3776261,10.1,180,40811.23,2022-10-24,2044-01-19,Closed
LOAN002213,CUST004246,Personal Loan,2999772,8.56,84,47596.41,2018-01-31,2044-10-14,Active
LOAN002214,CUST003590,Education Loan,4037713,11.91,84,71082.48,2023-12-05,2041-06-03,Closed
LOAN002215,CUST002761,Home Loan,3725252,7.59,120,44394.58,2025-07-26,2045-10-04,Closed
LOAN002216,CUST008658,Gold Loan,2865227,14.3,240,36255.67,2022-09-30,2041-05-08,Defaulted
LOAN002217,CUST011797,Personal Loan,4448261,12.56,84,79862.34,2018-02-15,2034-08-11,Active
LOAN002218,CUST007021,Gold Loan,2472782,8.74,180,24699.59,2022-02-25,2042-04-26,Active
LOAN002219,CUST001158,Car Loan,982493,13.58,12,88021.17,2024-08-29,2044-11-19,Active
LOAN002220,CUST004825,Car Loan,1549532,8.42,36,48857.49,2023-11-04,2032-09-27,Closed
LOAN002221,CUST019644,Personal Loan,4481748,12.59,120,65837.88,2018-10-21,2027-09-14,Active
LOAN002222,CUST000461,Gold Loan,3820089,13.61,180,49876.69,2020-03-31,2027-01-06,Active
LOAN002223,CUST014676,Education Loan,2007789,12.02,12,178408.41,2022-02-26,2035-05-26,Active
LOAN002224,CUST017943,Car Loan,1900115,13.43,12,170096.66,2017-05-06,2035-08-19,Defaulted
LOAN002225,CUST006242,Personal Loan,1682087,8.67,84,26782.37,2022-09-28,2025-06-14,Active
LOAN002226,CUST000292,Home Loan,3928013,8.92,60,81386.66,2017-06-15,2035-01-20,Active
LOAN002227,CUST007704,Gold Loan,4628876,11.29,240,48695.62,2019-08-25,2026-11-16,Active
LOAN002228,CUST010871,Home Loan,4881236,8.54,24,221969.2,2017-04-23,2020-08-16,Defaulted
LOAN002229,CUST006135,Personal Loan,1664757,8.18,120,20356.78,2021-09-11,2044-02-27,Closed
LOAN002230,CUST017376,Home Loan,167808,8.03,120,2038.64,2023-07-21,2039-03-24,Closed
LOAN002231,CUST013803,Gold Loan,4300956,14.49,84,81768.65,2020-11-29,2041-02-10,Active
LOAN002232,CUST017753,Home Loan,2528692,9.37,180,26207.23,2021-01-25,2043-11-12,Defaulted
LOAN002233,CUST006269,Home Loan,121226,9.67,60,2556.05,2022-03-25,2039-01-13,Closed
LOAN002234,CUST018386,Personal Loan,3521420,11.74,180,41675.72,2019-09-25,2022-07-12,Defaulted
LOAN002235,CUST004326,Gold Loan,784225,9.37,84,12765.21,2021-12-18,2033-05-27,Closed
LOAN002236,CUST008597,Car Loan,1164832,12.42,180,14296.22,2025-03-20,2042-12-04,Active
LOAN002237,CUST014973,Education Loan,1941037,12.42,24,91752.53,2025-05-03,2032-11-29,Closed
LOAN002238,CUST012658,Car Loan,3380191,7.84,84,52415.34,2024-12-31,2032-12-28,Active
LOAN002239,CUST002688,Personal Loan,1011404,12.62,24,47903.66,2022-01-08,2026-08-14,Closed
LOAN002240,CUST014315,Home Loan,1050400,14.1,180,14059.25,2017-10-17,2035-05-22,Closed
LOAN002241,CUST018653,Personal Loan,3822743,12.51,84,68528.9,2022-02-05,2026-06-09,Defaulted
LOAN002242,CUST006247,Car Loan,587413,8.47,120,7273.66,2021-03-25,2046-06-14,Closed
LOAN002243,CUST003683,Education Loan,541491,8.9,60,11214.2,2021-01-21,2045-04-26,Defaulted
LOAN002244,CUST017577,Gold Loan,4661121,12.31,60,104415.72,2023-03-05,2044-02-22,Defaulted
LOAN002245,CUST013389,Home Loan,3110528,11.11,120,43041.44,2020-01-08,2041-01-30,Active
LOAN002246,CUST002280,Home Loan,213082,10.05,60,4532.61,2021-12-20,2023-05-31,Active
LOAN002247,CUST007649,Car Loan,3520862,10.5,24,163283.64,2021-06-29,2028-11-13,Active
LOAN002248,CUST006194,Personal Loan,313596,8.1,12,27293.73,2017-02-20,2043-08-06,Closed
LOAN002249,CUST009653,Personal Loan,3157119,13.88,240,38984.58,2017-08-14,2037-03-19,Closed
LOAN002250,CUST004979,Education Loan,444763,13.03,120,6648.66,2020-07-13,2043-03-17,Defaulted
LOAN002251,CUST008629,Home Loan,4697440,12.28,180,57226.12,2022-10-18,2030-02-19,Closed
LOAN002252,CUST014506,Education Loan,2128587,7.52,36,66231.85,2021-12-29,2038-12-10,Closed
LOAN002253,CUST019400,Car Loan,4237776,8.71,84,67559.86,2016-11-29,2030-09-29,Active
LOAN002254,CUST019494,Car Loan,4489083,8.23,84,70483.32,2017-03-17,2038-03-04,Closed
LOAN002255,CUST010332,Personal Loan,1613495,9.18,12,141237.24,2018-08-24,2019-11-17,Active
LOAN002256,CUST000231,Education Loan,3479494,9.95,240,33462.69,2024-11-07,2032-06-16,Active
LOAN002257,CUST011823,Car Loan,1376470,13.13,120,20657.85,2017-03-24,2021-01-11,Active
LOAN002258,CUST019764,Car Loan,3646523,11.51,36,120265.11,2023-01-01,2040-03-19,Active
LOAN002259,CUST003257,Home Loan,4005231,9.2,24,183345.7,2022-06-28,2033-10-01,Defaulted
LOAN002260,CUST011456,Car Loan,4943361,11.52,240,52785.61,2025-02-10,2037-07-05,Active
LOAN002261,CUST018619,Gold Loan,3319057,10.95,36,108583.1,2017-04-18,2024-02-29,Active
LOAN002262,CUST012322,Gold Loan,630330,7.59,120,7511.77,2021-01-18,2032-04-27,Active
LOAN002263,CUST016116,Personal Loan,3502034,12.51,24,165688.2,2019-03-09,2025-12-13,Active
LOAN002264,CUST010900,Personal Loan,3813571,8.17,36,119802.76,2024-06-25,2026-11-06,Defaulted
LOAN002265,CUST003411,Home Loan,3511426,11.53,84,61107.15,2024-05-18,2040-06-14,Active
LOAN002266,CUST016694,Personal Loan,2432195,7.78,60,49060.46,2021-04-09,2037-05-23,Defaulted
LOAN002267,CUST002617,Education Loan,211015,8.32,12,18387.1,2021-09-13,2042-12-19,Defaulted
LOAN002268,CUST005886,Car Loan,2986188,10.13,84,49775.07,2022-09-10,2040-12-02,Defaulted
LOAN002269,CUST010597,Car Loan,4052023,11.11,180,46335.44,2023-02-25,2044-07-05,Defaulted
LOAN002270,CUST018880,Gold Loan,937607,10.54,12,82666.22,2021-10-24,2041-04-24,Defaulted
LOAN002271,CUST004740,Home Loan,957484,13.44,84,17648.37,2018-05-01,2044-04-06,Active
LOAN002272,CUST014510,Home Loan,3752116,7.82,240,30965.18,2024-03-15,2044-01-16,Defaulted
LOAN002273,CUST016774,Car Loan,4081083,14.3,36,140077.13,2024-12-25,2045-07-19,Active
LOAN002274,CUST006811,Home Loan,2434203,13.38,180,31409.7,2019-10-23,2043-04-09,Defaulted
LOAN002275,CUST005204,Home Loan,3727766,12.85,240,43275.87,2018-02-02,2034-10-04,Closed
LOAN002276,CUST019466,Home Loan,125203,12.54,180,1546.42,2025-08-02,2028-03-26,Active
LOAN002277,CUST010171,Gold Loan,1967949,8.69,84,31353.75,2019-10-01,2039-05-02,Closed
LOAN002278,CUST003288,Gold Loan,672421,8.81,24,30660.79,2019-05-15,2027-05-26,Active
LOAN002279,CUST016000,Education Loan,400932,10.43,84,6745.36,2024-12-19,2039-08-14,Active
LOAN002280,CUST013695,Education Loan,2054446,8.27,84,32298.09,2021-08-08,2034-02-18,Defaulted
LOAN002281,CUST003708,Gold Loan,4949916,7.71,24,223217.17,2022-05-24,2037-10-30,Defaulted
LOAN002282,CUST002782,Personal Loan,1597223,10.21,180,17369.62,2023-09-04,2043-03-22,Closed
LOAN002283,CUST004973,Education Loan,3887157,10.02,120,51412.13,2017-08-17,2039-10-11,Active
LOAN002284,CUST006867,Education Loan,1614657,13.36,120,24452.62,2022-06-11,2022-08-16,Closed
LOAN002285,CUST008526,Education Loan,1835366,12.9,120,27295.84,2021-10-21,2030-02-18,Defaulted
LOAN002286,CUST010228,Home Loan,3936830,7.8,24,177693.27,2019-01-20,2023-10-20,Active
LOAN002287,CUST004463,Gold Loan,2299529,12.68,240,26418.24,2019-02-26,2045-01-24,Defaulted
LOAN002288,CUST003049,Car Loan,1676263,7.59,180,15625.02,2020-05-14,2034-06-11,Active
LOAN002289,CUST009559,Car Loan,1828087,12.56,60,41184.0,2024-04-23,2029-01-30,Active
LOAN002290,CUST011223,Gold Loan,530305,8.67,24,24146.63,2022-07-04,2041-07-26,Active
LOAN002291,CUST018332,Education Loan,4803734,11.02,180,54659.44,2025-02-03,2029-10-26,Defaulted
LOAN002292,CUST009234,Education Loan,1489157,14.02,24,71512.79,2024-06-13,2036-03-06,Closed
LOAN002293,CUST013079,Gold Loan,4073905,10.78,24,189460.06,2020-12-21,2028-03-20,Active
LOAN002294,CUST008092,Personal Loan,3167299,12.09,84,56064.04,2017-12-11,2019-08-04,Defaulted
LOAN002295,CUST013465,Home Loan,4300357,13.54,84,79499.93,2016-09-04,2034-01-13,Defaulted
LOAN002296,CUST009540,Personal Loan,1695510,12.19,24,79964.07,2024-09-19,2030-11-17,Defaulted
LOAN002297,CUST010415,Home Loan,2335470,12.75,180,29166.21,2018-10-14,2027-06-19,Defaulted
LOAN002298,CUST008242,Education Loan,147804,12.63,180,1834.24,2020-05-14,2037-03-08,Defaulted
LOAN002299,CUST006832,Car Loan,2262286,9.86,120,29721.17,2020-02-11,2026-07-06,Closed
LOAN002300,CUST013838,Education Loan,3966478,8.44,180,38920.1,2020-11-19,2021-03-22,Defaulted
LOAN002301,CUST011947,Gold Loan,1284609,14.2,12,115462.26,2023-10-14,2023-12-19,Closed
LOAN002302,CUST019170,Car Loan,1453886,12.96,36,48959.16,2024-01-23,2024-05-18,Active
LOAN002303,CUST011558,Personal Loan,1956110,12.47,24,92510.82,2024-05-30,2029-05-26,Active
LOAN002304,CUST013175,Home Loan,4092039,12.91,60,92918.04,2019-05-20,2030-04-15,Defaulted
LOAN002305,CUST011437,Home Loan,3466225,11.68,36,114599.22,2021-09-18,2037-11-18,Active
LOAN002306,CUST004231,Home Loan,2253315,12.6,84,40503.8,2017-07-16,2045-07-23,Defaulted
LOAN002307,CUST017684,Home Loan,4266246,11.29,120,59470.05,2016-09-12,2031-02-27,Defaulted
LOAN002308,CUST014773,Car Loan,785371,11.43,120,11010.53,2021-01-22,2035-06-06,Defaulted
LOAN002309,CUST018003,Personal Loan,3408600,14.09,24,163801.68,2021-11-26,2044-08-24,Active
LOAN002310,CUST001958,Gold Loan,584106,11.75,24,27427.75,2025-07-19,2026-10-12,Closed
LOAN002311,CUST000488,Personal Loan,1950901,13.19,240,23120.86,2022-08-18,2036-01-16,Active
LOAN002312,CUST016948,Education Loan,2204821,13.04,24,104862.64,2018-09-29,2046-05-27,Defaulted
LOAN002313,CUST007699,Personal Loan,330186,14.37,84,6255.37,2017-11-01,2036-02-15,Active
LOAN002314,CUST002513,Car Loan,531585,13.78,60,12308.51,2017-05-26,2017-12-20,Active
LOAN002315,CUST008452,Home Loan,561447,12.96,36,18906.55,2022-07-05,2029-11-02,Defaulted
LOAN002316,CUST009792,Education Loan,3561267,13.88,12,319554.86,2020-07-14,2044-11-01,Closed
LOAN002317,CUST009699,Car Loan,2417990,8.2,240,20527.04,2016-12-06,2033-03-11,Defaulted
LOAN002318,CUST016688,Gold Loan,3368479,12.36,24,159132.9,2017-05-28,2027-04-30,Closed
LOAN002319,CUST019113,Car Loan,2092285,10.37,84,35135.71,2023-01-07,2044-04-24,Active
LOAN002320,CUST013192,Car Loan,3574633,10.02,180,38456.94,2021-06-30,2022-12-23,Active
LOAN002321,CUST009539,Car Loan,1794647,10.02,84,29811.81,2023-08-10,2039-10-17,Active
LOAN002322,CUST008859,Home Loan,671107,12.49,240,7619.99,2019-10-27,2040-08-15,Active
LOAN002323,CUST009399,Gold Loan,1140814,12.56,60,25700.79,2021-10-05,2039-04-26,Closed
LOAN002324,CUST018962,Education Loan,3178102,10.64,36,103506.01,2016-09-05,2019-05-06,Closed
LOAN002325,CUST017865,Car Loan,2895083,11.13,12,256047.82,2017-03-04,2021-02-15,Defaulted
LOAN002326,CUST014387,Car Loan,540421,10.2,180,5873.69,2024-05-09,2043-02-20,Closed
LOAN002327,CUST017132,Gold Loan,3636452,12.8,84,65759.45,2020-06-20,2039-12-26,Active
LOAN002328,CUST001021,Personal Loan,403756,13.15,84,7378.08,2018-11-03,2037-10-30,Active
LOAN002329,CUST015961,Gold Loan,2018714,13.93,180,26789.18,2017-04-30,2030-03-19,Closed
LOAN002330,CUST005183,Home Loan,2092306,8.75,120,26222.19,2021-11-14,2032-10-14,Defaulted
LOAN002331,CUST004849,Gold Loan,1923448,10.59,60,41428.21,2021-12-24,2034-07-24,Defaulted
LOAN002332,CUST010290,Personal Loan,2728508,10.99,36,89314.93,2020-01-24,2042-11-12,Defaulted
LOAN002333,CUST008504,Car Loan,2004623,8.36,180,19576.15,2018-08-15,2032-03-08,Active
LOAN002334,CUST009799,Car Loan,3220828,10.5,180,35603.0,2016-11-06,2024-01-21,Closed
LOAN002335,CUST014453,Home Loan,1242399,10.32,240,12254.01,2022-07-21,2038-05-10,Active
LOAN002336,CUST006492,Car Loan,350718,7.73,120,4205.31,2020-08-01,2033-02-24,Closed
LOAN002337,CUST012104,Personal Loan,3651280,10.66,12,322127.4,2016-08-28,2027-10-23,Active
LOAN002338,CUST015340,Home Loan,3823191,13.82,180,50453.5,2019-07-10,2040-04-26,Closed
LOAN002339,CUST015562,Gold Loan,2505887,12.96,120,37356.49,2023-07-19,2033-08-05,Closed
LOAN002340,CUST000135,Personal Loan,4767785,7.66,12,413992.99,2016-08-29,2022-04-18,Defaulted
LOAN002341,CUST011900,Home Loan,4343757,10.69,84,73669.58,2021-12-23,2024-02-15,Defaulted
LOAN002342,CUST009163,Car Loan,639745,13.73,240,7830.22,2019-08-18,2020-01-27,Closed
LOAN002343,CUST006267,Car Loan,2539917,10.08,240,24645.53,2019-01-11,2027-02-23,Active
LOAN002344,CUST004206,Personal Loan,2877386,12.47,180,35408.26,2025-06-06,2029-03-26,Active
LOAN002345,CUST012064,Personal Loan,4116871,7.89,36,128798.96,2020-09-07,2041-06-22,Active
LOAN002346,CUST016443,Car Loan,2359172,9.62,180,24806.17,2024-08-28,2033-07-23,Defaulted
LOAN002347,CUST008127,Gold Loan,4122313,12.78,120,61016.8,2025-04-13,2028-03-04,Active
LOAN002348,CUST018443,Home Loan,4186676,14.48,180,57112.3,2018-06-11,2041-09-19,Closed
LOAN002349,CUST015215,Gold Loan,2716080,12.74,120,40138.54,2024-03-28,2046-01-24,Active
LOAN002350,CUST018765,Home Loan,1791108,14.27,60,41927.09,2018-07-23,2019-06-19,Defaulted
LOAN002351,CUST004681,Home Loan,3010238,9.36,240,27784.74,2025-07-28,2042-10-25,Active
LOAN002352,CUST007509,Education Loan,1779393,8.22,60,36267.31,2024-10-19,2032-09-06,Closed
LOAN002353,CUST018029,Car Loan,2501809,10.08,84,41636.48,2019-12-06,2028-01-17,Defaulted
LOAN002354,CUST005504,Education Loan,147693,10.02,120,1953.41,2016-12-02,2022-12-28,Active
LOAN002355,CUST000486,Home Loan,3299465,11.11,240,34304.04,2022-04-15,2044-03-08,Defaulted
LOAN002356,CUST011237,Car Loan,1051195,8.0,180,10045.77,2024-02-25,2038-12-21,Closed
LOAN002357,CUST000968,Car Loan,768637,8.44,240,6641.25,2020-10-26,2028-02-07,Active
LOAN002358,CUST011458,Home Loan,2444709,8.49,84,38703.31,2017-09-02,2024-08-20,Defaulted
LOAN002359,CUST006070,Education Loan,1537516,12.69,24,72872.64,2021-09-08,2032-04-27,Closed
LOAN002360,CUST009454,Education Loan,3183964,11.56,36,105085.3,2024-01-27,2029-03-22,Closed
LOAN002361,CUST005355,Education Loan,1879103,10.14,180,20354.18,2017-01-12,2042-03-05,Closed
LOAN002362,CUST012095,Car Loan,2546179,10.73,36,83033.45,2017-03-04,2041-01-24,Defaulted
LOAN002363,CUST016933,Personal Loan,4413606,12.64,12,393466.2,2019-05-14,2021-10-16,Active
LOAN002364,CUST002226,Personal Loan,3528432,14.01,60,82118.73,2021-09-04,2025-05-02,Defaulted
LOAN002365,CUST013642,Gold Loan,4685533,11.25,12,414661.77,2022-01-08,2027-10-30,Closed
LOAN002366,CUST005759,Personal Loan,495761,14.48,60,11659.23,2025-03-17,2034-11-04,Defaulted
LOAN002367,CUST010147,Car Loan,1665785,11.29,24,77863.11,2021-04-22,2034-09-14,Active
LOAN002368,CUST012444,Car Loan,579775,8.91,60,12009.87,2017-05-30,2029-01-31,Defaulted
LOAN002369,CUST013186,Home Loan,1920213,8.38,240,16518.5,2023-01-28,2036-02-09,Closed
LOAN002370,CUST006207,Home Loan,402852,12.43,84,7204.41,2023-04-22,2032-08-02,Closed
LOAN002371,CUST006057,Car Loan,3614741,13.52,120,55086.28,2021-05-25,2045-12-12,Active
LOAN002372,CUST006254,Car Loan,1024295,13.43,120,15554.7,2019-05-12,2021-12-08,Active
LOAN002373,CUST010535,Gold Loan,162102,12.76,24,7688.36,2020-05-01,2043-01-11,Closed
LOAN002374,CUST010348,Education Loan,2910953,11.38,60,63844.22,2020-10-16,2027-02-04,Closed
LOAN002375,CUST013339,Gold Loan,921743,7.66,240,7515.94,2017-06-14,2025-07-04,Closed
LOAN002376,CUST005351,Car Loan,4081231,11.8,12,362230.69,2023-12-03,2042-01-27,Closed
LOAN002377,CUST003965,Gold Loan,3800088,10.83,240,38785.37,2022-11-24,2040-09-22,Active
LOAN002378,CUST012768,Home Loan,1826911,8.34,60,37341.15,2020-10-09,2025-08-19,Closed
LOAN002379,CUST015643,Personal Loan,1807244,11.25,24,84441.65,2024-08-21,2035-12-09,Closed
LOAN002380,CUST010316,Car Loan,396421,12.95,12,35397.95,2021-10-25,2042-06-23,Defaulted
LOAN002381,CUST017177,Gold Loan,3350302,9.55,12,293844.05,2022-06-17,2044-04-01,Active
LOAN002382,CUST011141,Home Loan,211156,13.22,24,10060.57,2017-05-05,2027-06-22,Active
LOAN002383,CUST003486,Car Loan,1008213,10.89,240,10331.29,2025-07-27,2041-12-07,Defaulted
LOAN002384,CUST007262,Home Loan,1183218,11.2,120,16433.07,2020-05-26,2037-09-22,Defaulted
LOAN002385,CUST009348,Personal Loan,1415302,13.1,36,47755.32,2020-11-13,2044-12-31,Active
LOAN002386,CUST006212,Education Loan,554534,10.0,60,11782.21,2021-08-22,2035-11-24,Closed
LOAN002387,CUST005526,Home Loan,4469120,11.17,120,61992.98,2020-05-07,2033-08-17,Closed
LOAN002388,CUST011613,Gold Loan,799622,13.05,60,18214.33,2018-09-26,2033-08-08,Active
LOAN002389,CUST016219,Gold Loan,2472308,9.54,24,113560.28,2023-09-25,2037-09-23,Closed
LOAN002390,CUST000602,Gold Loan,850387,10.14,36,27495.53,2023-06-18,2044-02-04,Closed
LOAN002391,CUST003509,Gold Loan,2887724,13.42,120,43835.13,2020-05-14,2040-04-16,Defaulted
LOAN002392,CUST010141,Personal Loan,2840577,10.07,60,60451.75,2019-11-25,2039-08-23,Closed
LOAN002393,CUST005772,Education Loan,2697331,9.22,36,86050.85,2020-09-02,2043-12-25,Closed
LOAN002394,CUST002857,Education Loan,2190212,8.38,240,18841.15,2024-12-03,2042-04-05,Active
LOAN002395,CUST004955,Car Loan,4453373,12.99,24,211700.55,2024-09-15,2042-08-12,Closed
LOAN002396,CUST012611,Car Loan,888690,8.54,180,8772.13,2022-06-07,2025-02-27,Active
LOAN002397,CUST002168,Education Loan,3925702,10.96,24,182895.59,2019-08-05,2024-02-16,Closed
LOAN002398,CUST002413,Personal Loan,4962761,13.87,36,169302.23,2022-04-11,2027-11-23,Active
LOAN002399,CUST007387,Personal Loan,1534052,10.29,12,135074.54,2022-08-24,2039-03-23,Defaulted
LOAN002400,CUST017831,Education Loan,1150468,11.46,120,16148.74,2020-10-30,2041-12-30,Closed
LOAN002401,CUST005101,Education Loan,986627,12.15,60,22021.83,2017-06-05,2033-02-18,Defaulted
LOAN002402,CUST016047,Home Loan,4018326,10.36,84,67458.8,2017-10-13,2022-12-03,Active
LOAN002403,CUST013081,Home Loan,4986056,7.91,12,433521.72,2022-04-15,2023-07-02,Active
LOAN002404,CUST011592,Home Loan,1088797,9.82,240,10377.61,2019-01-12,2040-05-22,Closed
LOAN002405,CUST005976,Car Loan,3236072,12.85,12,288809.45,2025-05-24,2038-05-11,Closed
LOAN002406,CUST000742,Personal Loan,3653011,11.01,180,41542.95,2025-05-28,2026-11-16,Defaulted
LOAN002407,CUST000412,Home Loan,2240825,12.94,120,33378.67,2023-04-16,2026-02-19,Defaulted
LOAN002408,CUST014067,Gold Loan,3933993,8.06,12,342321.02,2021-06-25,2028-10-22,Defaulted
LOAN002409,CUST016693,Car Loan,3704629,11.69,24,173853.92,2023-01-23,2027-01-29,Defaulted
LOAN002410,CUST009410,Education Loan,4096139,9.77,240,38906.47,2022-08-13,2040-11-02,Active
LOAN002411,CUST016638,Gold Loan,4824734,13.99,36,164874.54,2018-01-28,2045-01-27,Defaulted
LOAN002412,CUST007502,Gold Loan,454347,7.98,24,20544.74,2023-04-06,2030-01-14,Defaulted
LOAN002413,CUST003231,Car Loan,3472701,11.68,240,37465.55,2021-09-08,2034-01-17,Closed
LOAN002414,CUST003106,Gold Loan,3493494,8.56,12,304798.85,2018-04-16,2031-01-18,Active
LOAN002415,CUST003209,Home Loan,263946,11.19,36,8665.02,2016-08-17,2042-09-01,Defaulted
LOAN002416,CUST002076,Car Loan,491246,14.48,60,11553.05,2017-09-20,2023-08-01,Closed
